tweet_id,airline_sentiment,text
569870248779903e3,negative,@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....
569870128915083260,negative,@USAirways I've been on hold for 30 minutes and counting. #unacceptable
569870036992593900,negative,@USAirways Discovered our flight was Cancelled Flightled yesterday at 3:30PM - @americanairlnes finally notified us our flight was Cancelled Flighted at 0316 AM
569870007368331260,negative,@USAirways I am appalled. My departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids
5.6986997821791437e+017,negative,"@USAirways Will tweet all day until I get 
a live cust rep. I will make sure the world knows you don't care about your customers health."
569869163029762050,positive,@USAirways Thank you.
569867947130421250,neutral,@USAirways 4473.  She just called to say it's a runway clearing problem of all things.
569866875452203e3,negative,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.
569866461172387840,negative,@USAirways @AmericanAir on hold for 8 hours yesterday w/o speaking to an agent on hold again w/ 2 phones ~30 mins let the bashing begin...
569866081164111900,neutral,@USAirways will all flights out of DFW be Cancelled Flightled today?
569865823415902200,neutral,@USAirways can you add my KTN to an existing reservation?
569865637666930700,negative,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!
569864720305553400,negative,@USAirways I will. Is it down or is just me?
569863183961165800,neutral,@USAirways I'm supposed to fly through Dallas. Can you help me get a new itinerary?
569862572540878850,positive,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
569861759240171500,positive,@USAirways Thanks!
569860355746213900,negative,@USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight
569857037477158900,negative,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience."
569856874604048400,negative,@USAirways Thank you. The website crashing for me.
569854370726064100,negative,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down."
569852380327612400,negative,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight."""
569850182784966660,positive,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service
569849295786127360,negative,"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail"
569849281533874200,neutral,"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA"
569848398129565700,negative,"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!"
569846619996360700,neutral,"@USAirways  I just reserved a flight with my companion certificate, where do I mail the certificate for verification???? THX!!!"
569844919617101800,neutral,"@USAirways Do your flight schedules to - from Quintana Roo, Mexico reflect their newly adopted time zone change to EST?"
569844782702338050,negative,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg
569844191938908160,neutral,@USAirways : Maybe You Should Drive #usairwaysfail
569843749230133250,negative,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail
569843142830071800,neutral,@USAirways thank you for the apology
569842257588846600,negative,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.
569841949185839100,negative,@USAirways We take Late Flight to a whole new level!
569837569392967700,positive,“@USAirways: @hegshmeg O” thank you for that elaborate response
569833680316829700,negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
569832968954499100,neutral,@USAirways Is your refund system down?
569827255653941250,negative,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf
569827206928715800,neutral,"That's not the case.. They sent me a email with a link, I'll show you.. @USAirways http://t.co/hb799CCo0t"
569825936788598800,negative,@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome
569825133705216e3,negative,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail
569824422279950340,negative,@USAirways hello??? Anyone there?
569822645065093100,negative,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed
569821862873727e3,negative,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline"
569820790905970700,negative,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy"
569817859406352400,negative,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!
569817051482726400,negative,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help"
569815690531758100,negative,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else
569815061440679940,negative,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise"
5.6981099018919117e+017,negative,@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr
569810057795391500,negative,"@USAirways. wow, awful customer service."
569802676914909200,negative,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.
569783738210525200,negative,@USAirways How many agents do you have working to handle the thousands of calls?
569777311475765250,positive,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏
569776946365620200,negative,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.
569775147919372300,neutral,"@USAirways 4469, thank you for asking."
569772867774230500,negative,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?
569771711408644100,positive,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.
569771270839013400,negative,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.
569764668366938100,negative,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again."
569763137819267100,negative,@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.
569762394169221100,negative,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways
569760267485122560,negative,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒
569760231846072300,negative,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable
569760128343220200,negative,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?
569759999083171840,negative,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :)
569759558777892860,negative,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.
569759459632750600,negative,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???
569759330662109200,negative,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN
569759291839803400,negative,@USAirways cannot add my frequent flyer number on your website.  Can you help?
569759259480600600,negative,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?
569759131143262200,negative,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience"
569758956941234200,negative,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
569758821310017540,negative,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?
569758649112854500,negative,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?
569758482989084700,negative,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.
569758349354340350,negative,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.
569758145020428300,negative,@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.
569757977785184260,negative,@USAirways there's over 50 people in line and only one agent!
569757907048202240,negative,"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!"
569757773937770500,negative,"@USAirways Already planning my local boycott for Washington, D.C. Area."
569757651539660800,negative,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.
569757363797757950,negative,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!
569757234260942850,negative,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service"
569757094166994940,negative,@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!
569754180883247100,neutral,"@USAirways @PDQuigley any progress? Good luck, Patrick!"
569752107730890750,positive,"@USAirways @landonschott he's fine, he really likes picking his own seat...."
569747533641199600,negative,@USAirways is the worst airline to ever travel with.
569747390758047740,negative,"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled."
569747046338588700,negative,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!
569746612433629200,negative,@USAirways now U horrible people say you have no where for her to sleep?
569746398519955460,negative,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight
569745728693784600,negative,@USAirways the call hung up on me..
569735732060753900,negative,@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6
569734884396302340,negative,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!
569734868344684540,negative,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler
569734821091487740,negative,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL
569731306092961800,negative,Number or email? That's the purpose of sending you a tweet? @USAirways
569729663351832600,positive,@USAirways Thank you. I'll do that next time!
569729072697352200,negative,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly
569727223357427700,negative,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline
569726849988878340,negative,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.
569726350380150800,negative,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh
569725021951791100,negative,@USAirways does anyone from your airline know how to do their job?
569724225466073100,negative,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡
569722436935151600,negative,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg
569721813220995100,negative,@USAirways you reminded me today why I fly @SouthwestAir
569721779645767700,positive,@USAirways looks like our bag has been rescued. Thanks!
569721604315312100,negative,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous
569720701197750300,negative,@USAirways you are the worst.
569719964023853060,negative,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL
569719741906075650,negative,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...
569719242427396100,negative,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever
569718807939428350,negative,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it
569718492108230660,neutral,@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?
569718474047664100,negative,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!"
569717336959160300,negative,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected"
569717188468334600,negative,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one"
569716908787933200,negative,@USAirways give us no information and an attitude.
569716670689902600,neutral,@USAirways Looking for some help to recover an item I left on an airplane this evening
5.6971664616577843e+017,negative,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us
569716449704587260,negative,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no..."
569715656632999940,negative,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.
569715361660207100,negative,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned."
569713111537717250,negative,"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?"
569710305707601900,negative,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
569709901737406460,negative,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger
569709870729068540,negative,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow
5.6970919593673523e+017,negative,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia
569709103188197400,negative,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers"
569708507961950200,negative,"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members?"
569708139517480960,negative,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?
5.6970690800257843e+017,negative,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?
569706041673322500,neutral,@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.
5.6970410809511117e+017,negative,@USAirways any update on this flight?It's more than three hours delayed. Thank you.
569704066760232960,negative,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly"
569703596914282500,negative,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????
5.6970346873637683e+017,negative,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards"
569702495926267900,negative,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.
569702009751916540,negative,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.
569701230479413250,negative,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail"
569701192449654800,negative,@USAirways Instructions say to CALL. I'm just doing what it said to do.
569700068476866560,positive,@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.
569699694454001660,negative,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.
569699616750489600,negative,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed
569699279566016500,negative,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work."
569698944084680700,negative,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO
569698937281470460,negative,@USAirways and I can't get through on any phones
569698882797641700,negative,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it
569698150757244900,positive,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
569697267856187400,negative,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation."
569696666611261440,negative,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando
569696521425281e3,negative,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.
569695412740714500,negative,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???"
569694350831161340,negative,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour
569693042040418300,negative,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.
569692835907129340,negative,"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer."
569692108367400960,neutral,"@USAirways Can you help with a seat assignment?  5 people flight 694, PHX to HNL, seats are split up.  Anything you can do will be great."
5.6969143878464717e+017,neutral,@USAirways follow/dm please
569690010531680260,negative,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith
569689743061069800,negative,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi"
569689324595376100,negative,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.
569688335788036100,negative,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith"
569687410969321500,negative,@USAirways been sitting at gate for over 25 min on us 728! What gives???
569687262444720100,negative,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!
569686624721707e3,negative,"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls."
5.6968660294085837e+017,negative,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning
569686000240345100,negative,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence."
5.6968560620209357e+017,negative,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!
569685186495057900,negative,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService
5.6968491714522317e+017,negative,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual."
569684686160719900,neutral,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3
569684138304741400,negative,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?
56968410119791e4,negative,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8
569683278715883500,negative,@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways
569683111404908540,negative,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting
569682877300023300,negative,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management
569682751063924740,negative,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡"
569682545375354900,negative,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.
569682454757257200,negative,@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL
569682228269068300,negative,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival."
569682194236641300,negative,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs..."
569682192332234750,negative,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa
569682149277900800,positive,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊
569680829481406460,negative,@USAirways Can someone please answer my call. I have been waaaaaaiting!!!
569680782622634e3,negative,@USAirways is holding my luggage hostage from flight 5182
569679976053805060,positive,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly."
569679450750750700,negative,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways"
569678919307280400,neutral,@USAirways do you have an email??
569678632567881700,negative,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info"
569678568692719600,negative,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler"
569677827068579840,positive,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
569677776384598e3,negative,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh"
569676612851134460,neutral,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
569676387113672700,negative,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks
569673913892003840,negative,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?
569673622505328640,neutral,@USAirways any idea when flight 703 to Miami will leave for a second time?
569672763536842750,negative,@USAirways I have contacted them but only got an automated response that won't give me the code.
569672330261106700,neutral,"@USAirways @GregWallace66 Yea, they will give you 5 cents on the dollar!"
569672234949742600,negative,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation
569672202037170200,positive,"@USAirways great, thank you!"
569671871634935800,negative,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights
569671712830308350,negative,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!
569671624921915400,positive,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!
569671485930876900,negative,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them
569671413671591940,negative,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!"
569671332092252160,negative,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
569670882207129600,negative,@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies
569670708818780160,neutral,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
56966992125841e4,negative,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
569669815205560300,negative,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
569669786810114050,negative,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?
5.6966954721030963e+017,negative,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help"
569668704524308500,negative,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA"
569668310637404160,negative,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now
569668179758350340,negative,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!
569668051764969500,negative,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?
569666926294798340,negative,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e"
569666826352898050,negative,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly
569666501504073700,negative,"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?"
569665202616021e3,negative,@USAirways Can you advise on what's happening with departure delays from CLT?
569663875836219400,neutral,@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.
569663278298890240,negative,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed
569662906842751e3,positive,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday
5.6966203098405683e+017,negative,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight
569661154638872600,negative,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls
569661113593425900,negative,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
569660306298945540,negative,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb
569659952681361400,negative,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here
569659646916440060,positive,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
569659137581326340,negative,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
569659027073867800,negative,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises
569658553381883900,negative,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs
569658168097292300,negative,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor
569657895522054140,neutral,@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP
569657128866095100,negative,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
569656884262793200,neutral,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?
569656088817233900,negative,@USAirways You suck in Philadelphia.  Let us off this plane! #phl
569655603783708700,negative,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail"
569655302871580700,neutral,@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40
569654471342600200,negative,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??
569654319391354900,negative,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?"
5.6965397771496243e+017,negative,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again."
569653415317413900,negative,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp
569653219229630460,negative,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting"
569652631938986e3,negative,@USAirways your IVR hung up on me because of high call volume? I need help. Call me
569652266006941700,negative,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT."
569651499422375940,neutral,"@USAirways sorry, we are in Philly. Should've told you that."
569651459152859140,negative,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight
569651165396373500,neutral,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?
569651085348110340,negative,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
569650819894652900,negative,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..
569650751598944260,negative,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
569650547562811400,negative,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!"
569649975342333950,negative,@USAirways when your routing system goes down which grounds all your long haul flights you should think about a #failover plan
569649590632374300,negative,@USAirways @Truthh4 they didn't give you the wifi password? Smh
569649433635368960,negative,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??
569649297731399700,negative,@USAirways ...was Cancelled Flightled and now I need to locate my baggage
569649203753791500,negative,@USAirways I need help locating my bag. I arrived in Denver last night at midnight from charlotte but my  8am flight to Hayden/steamboat
5.6964912552598323e+017,neutral,@USAirways #555PHLtoSLC this is happening now.
569648671870099460,negative,@USAirways what is going on with the computers? Why is my flight grounded? Why does your airline suck so much? #UnansweredQuestions
569648534569361400,negative,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂
569647597666889700,negative,"@USAirways holding your passengers hostage during your computer crash is not customer friendly, let us off the plane or get us moving"
569647318535786500,negative,@USAirways been on hold for over and hour now.
569647082870415360,negative,@USAirways pilot tells me that all @AmericanAir and US Airways flights across the country have stopped due to a computer system failure.
569646886610702340,negative,@USAirways Flt 4609 landed over half an hour ago. Not a single bag yet on the baggage claim. Hate you so much right now.
569646309159927800,negative,@USAirways @AmericanAir will one of you please answer the phone?
